director_name,genres,actor_1_name,movie_title,imdb_score,title_year
Barbra Streisand,Comedy|Drama|Romance,Jeff Bridges,The Mirror Has Two Faces,7.3,1996
Barrett Esposito,Animation|Family,Chazz Palminteri,Henry & Me,5.8,2014
Barry Cook,Adventure|Animation|Family,Charlie Rowe,Walking with Dinosaurs 3D,7.8,2013
Barry Levinson,Comedy,Anna Friel,An Everlasting Piece,5.7,2000
Barry Levinson,Comedy|Drama,Steve Guttenberg,Diner,5.8,1982
Barry Levinson,Biography|Comedy|Drama|War,Robin Williams,"""Good Morning",6.4,13000000
Barry Levinson,Comedy|Drama,Robert De Niro,Wag the Dog,6.5,1997
Barry Levinson,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes,6.6,1985
Barry Levinson,Comedy,Amy Poehler,Envy,6.7,2004
Barry Levinson,Comedy|Drama|Romance|Thriller,Robin Williams,Man of the Year,6.7,2006
Barry Levinson,Comedy|Drama,Robert De Niro,What Just Happened,6.9,2008
Barry Levinson,Drama,Tom Cruise,Rain Man,6.9,1988
Barry Levinson,Crime|Drama|Thriller,Robert De Niro,Sleepers,7.3,1996
Barry Levinson,Drama|Thriller,Demi Moore,Disclosure,7.5,1994
Barry Levinson,Drama|Mystery|Sci-Fi|Thriller,Peter Coyote,Sphere,7.7,1998
Barry Levinson,Comedy|Crime|Drama|Romance,Bruce Willis,Bandits,7.8,2001
Barry Skolnick,Comedy|Drama|Sport,Jason Statham,Mean Machine,5.8,2001
Barry Sonnenfeld,Comedy|Crime|Thriller,Delroy Lindo,Get Shorty,7.1,1995
Barry Sonnenfeld,Comedy|Fantasy,Anjelica Huston,The Addams Family,7.1,1991
Barry Sonnenfeld,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble,7.3,2002
Barry Sonnenfeld,Adventure|Comedy|Family|Mystery|Sci-Fi,Will Smith,Men in Black,8,1997
Barry Sonnenfeld,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,Men in Black II,8.4,2002
Barry Sonnenfeld,Action|Comedy|Sci-Fi|Western,Will Smith,Wild Wild West,8.9,1999
Barry Sonnenfeld,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Will Smith,Men in Black 3,800,2012
Barry W. Blaustein,Biography|Documentary|Sport,Terry Funk,Beyond the Mat,4.5,1999
Bart Freundlich,Comedy|Drama|Romance,Billy Crudup,Trust the Man,6.1,2005
Bart Freundlich,Comedy|Crime,Kristen Stewart,Catch That Kid,6.6,2004
Baz Luhrmann,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,6,2013
Baz Luhrmann,Drama|Romance,Leonardo DiCaprio,Romeo + Juliet,6.5,1996
Baz Luhrmann,Drama|Musical|Romance,Jim Broadbent,Moulin Rouge!,7.5,2001
Baz Luhrmann,Adventure|Drama|Romance|War,Essie Davis,Australia,8.3,2008
Baz Luhrmann,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,85,2013
Becky Smith,Comedy|Romance,Will Rothhaar,16 to Life,4.9,2009
Beeban Kidron,Comedy|Drama|Romance,Colin Firth,Bridget Jones: The Edge of Reason,7.4,2004
Ben Affleck,Crime|Drama|Thriller,Jeremy Renner,The Town,7.2,2010
Ben Affleck,Biography|Drama|History|Thriller,Clea DuVall,Argo,7.3,2012
Ben Falcone,Comedy,Gary Cole,Tammy,6.7,2014
Ben Falcone,Comedy,Peter Dinklage,The Boss,7,2016
Ben Lewin,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions,5,2012
Ben Stassen,Adventure|Animation|Family,Ed Begley Jr.,A Turtle's Tale: Sammy's Adventures,6.8,2010
Ben Stiller,Comedy,Milla Jovovich,Zoolander,7,2001
Ben Stiller,Comedy,Milla Jovovich,Zoolander 2,7.4,2016
Ben Stiller,Comedy|Drama|Thriller,Matthew Broderick,The Cable Guy,7.4,1996
Ben Stiller,Action|Comedy,Robert Downey Jr.,Tropic Thunder,8,2008
Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty,8,2013
Ben Wheatley,Comedy|Crime|Drama,Michael Smiley,Down Terrace,2.8,2009
Ben Wheatley,Crime|Horror|Thriller,MyAnna Buring,Kill List,4.7,2011
Ben Younger,Crime|Drama|Thriller,Vin Diesel,Boiler Room,6.2,2000
Benedek Fliegauf,Drama|Romance|Sci-Fi,Eva Green,Womb,6.4,2010
Benedikt Erlingsson,Comedy|Drama|Romance,Ingvar Eggert Sigursson,Of Horses and Men,6.2,2013
Benh Zeitlin,Drama|Fantasy,Quvenzhan Wallis,Beasts of the Southern Wild,5.3,2012
Benjamin Dickinson,Drama|Sci-Fi,Nora Zehetner,Creative Control,4.9,2015
Benjamin Roberds,Drama|Horror|Thriller,Eva Boehnke,A Plague So Pleasant,,2013
Bennett Miller,Biography|Crime|Drama,Philip Seymour Hoffman,Capote,6,2005
Bennett Miller,Biography|Drama|Sport,Philip Seymour Hoffman,Moneyball,7.4,2011
Benni Diez,Comedy|Horror,Clifton Collins Jr.,Stung,5.4,2015
Benny Boom,Action|Comedy|Crime,Omari Hardwick,Next Day Air,5.6,2009
Benson Lee,Drama|Music,Chris Brown,Battle of the Year,6.7,2013
Bernardo Bertolucci,Drama,Jean-Louis Trintignant,The Conformist,4.7,1970
Bernardo Bertolucci,Biography|Drama|History,Cary-Hiroyuki Tagawa,The Last Emperor,6.9,1987
Beto Gmez,Adventure|Comedy|Western,Jaime Camil,Saving Private Perez,5.8,2011
Betty Thomas,Comedy|Drama,Steve Buscemi,28 Days,7.3,2000
Betty Thomas,Action|Adventure|Comedy|Thriller,Gary Cole,I Spy,7.7,2002
Betty Thomas,Animation|Comedy|Family|Fantasy|Music,Amy Poehler,Alvin and the Chipmunks: The Squeakquel,7.7,2009
Betty Thomas,Comedy|Family|Fantasy,Oliver Platt,Doctor Dolittle,7.7,1998
Bibo Bergeron,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris,7.2,2011
Bibo Bergeron,Adventure|Animation|Comedy|Family,Robert De Niro,Shark Tale,7.8,2004
Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,Frank Welker,The Road to El Dorado,8,2000
Bigas Luna,Drama|Romance,Olivier Martinez,The Chambermaid on the Titanic,6.2,1997
Bill Benenson,Documentary,Alfre Woodard,The Hadza: Last of the First,4.6,2014
Bill Condon,Biography|Drama,Brendan Fraser,Gods and Monsters,5.6,1998
Bill Condon,Biography|Drama,Liam Neeson,Kinsey,6.3,2004
Bill Condon,Biography|Drama|Thriller,Benedict Cumberbatch,The Fifth Estate,6.9,2013
Bill Condon,Drama|Music|Musical,Loretta Devine,Dreamgirls,7.8,2006
Bill Condon,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,8.3,2012
Bill Condon,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,8.3,2012
Bill Duke,Drama|Romance,Eddie Cibrian,Not Easily Broken,5.8,2009
Bill Melendez,Animation|Comedy|Family,Peter Robbins,A Charlie Brown Christmas,3.5,1965
Bill Muir,Adventure|Family|Fantasy,Alex Kendrick,The Lost Medallion: The Adventures of Billy Stone,5.3,2013
Bill Paxton,Crime|Drama|Thriller,Matthew McConaughey,Frailty,6.3,2001
Bill Paxton,Drama|History|Sport,Stephen Dillane,The Greatest Game Ever Played,6.9,2005
Bill Plympton,Animation|Comedy|Drama|Fantasy|Sci-Fi,Charis Michelsen,I Married a Strange Person!,4.1,1997
Bille August,Biography|Drama|History,Terry Pheto,The Color of Freedom,7,2007
Bille August,Action|Drama|Sci-Fi|Thriller,Jim Broadbent,Smilla's Sense of Snow,7.1,1997
Bille Woodruff,Comedy|Romance,Donald Faison,The Perfect Match,5.8,2016
Bille Woodruff,Drama|Thriller,Boris Kodjoe,Addicted,5.9,2014
Bille Woodruff,Drama|Music|Romance,Christian Monzon,Honey,6.6,2003
Bille Woodruff,Comedy,Alfre Woodard,Beauty Shop,6.9,2005
Billy Bob Thornton,Drama,Robert Duvall,Sling Blade,5.8,1996
Billy Bob Thornton,Drama|Romance|Western,Matt Damon,All the Pretty Horses,7.3,2000
Billy Kent,Comedy|Drama|Romance,Liza Minnelli,The Oh in Ohio,5.8,2006
Billy Ray,Drama|History,Hayden Christensen,Shattered Glass,5.9,2003
Billy Ray,Crime|Drama|Mystery|Thriller,Julia Roberts,Secret in Their Eyes,6.7,2015
Billy Wilder,Drama|Film-Noir,Ray Milland,The Lost Weekend,5.1,1945
Billy Wilder,Comedy|Music|Romance,Nehemiah Persoff,Some Like It Hot,5.5,1959
Billy Wilder,Comedy|Drama|Romance,Fred MacMurray,The Apartment,5.6,1960
Billy Wilder,Comedy|Drama|Romance,Austin Pendleton,The Front Page,5.7,1974
Blair Erickson,Horror|Thriller,Monique Candelaria,Banshee Chapter,4.8,2013
Blair Hayes,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy,6.4,2001
Blake Edwards,Comedy|Crime|Mystery,Burt Kwouk,The Return of the Pink Panther,5.9,1975
Blake Edwards,Comedy|Drama|Musical|Romance|War,Rock Hudson,Darling Lili,6.8,1970
Blaz Zavrsnik,Comedy,Dario Nozic Serini,Julija in alfa Romeo,4.6,2015
Bo Welch,Adventure|Comedy|Family|Fantasy,Sean Hayes,The Cat in the Hat,8.1,2003
Bo Zenga,Comedy|Horror,Steve Howey,Stan Helsing,6.4,2009
Boaz Yakin,Adventure|Family,Jay Hernandez,Max,6.7,2015
Boaz Yakin,Action|Crime|Thriller,Jason Statham,Safe,7.1,2012
Boaz Yakin,Biography|Drama|Sport,Ryan Gosling,Remember the Titans,7.1,2000
Bob Clark,Comedy|Family,Zack Ward,A Christmas Story,5.6,1983
Bob Clark,Comedy,Art Hindle,Porky's,5.7,1981
Bob Clark,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses,6.4,1999
Bob Clark,Comedy|Family|Sci-Fi,Scott Baio,Superbabies: Baby Geniuses 2,6.7,2004
Bob Dolman,Comedy|Drama,Erika Christensen,The Banger Sisters,6.2,2002
Bob Fosse,Comedy|Drama|Music|Musical|Romance,Sammy Davis Jr.,Sweet Charity,6.7,1969
Bob Fosse,Comedy|Drama|Music|Musical,Roy Scheider,All That Jazz,7.9,1979
Bob Giraldi,Crime|Drama|Romance,Danny Aiello,Dinner Rush,5.3,2000
Bob Gosse,Comedy,Geoff Stults,I Hope They Serve Beer in Hell,6,2009
Bob Odenkirk,Comedy|Crime,Dylan Baker,Let's Go to Prison,5.7,2006
Bob Odenkirk,Comedy,Jenna Fischer,The Brothers Solomon,6.2,2007
Bob Rafelson,Crime|Drama|Romance|Thriller,Anjelica Huston,The Postman Always Rings Twice,6.3,1981
Bob Rafelson,Crime|Drama|Thriller,Harold Perrineau,Blood and Wine,6.9,1996
Bob Saget,Animation|Comedy,Alyson Hannigan,Farce of the Penguins,5.8,2006
Bob Saget,Comedy,Don Rickles,Dirty Work,6.4,1998
Bob Spiers,Comedy|Family|Music,Jason Flemyng,Spice World,6.9,1997
Bobby Farrelly,Comedy|Romance,Sarah Silverman,There's Something About Mary,6.8,1998
Bobby Farrelly,Comedy|Sport,Bill Murray,Kingpin,6.9,1996
Bobby Farrelly,Comedy,Kate Upton,The Three Stooges,7,2012
Bobby Farrelly,Comedy|Drama|Romance|Sport,Jimmy Fallon,Fever Pitch,7.2,2005
Bobby Farrelly,Comedy,Bill Murray,Dumb and Dumber To,7.3,2014
Bobby Farrelly,Comedy|Drama|Fantasy|Romance,Jason Alexander,Shallow Hal,7.3,2001
Bobby Farrelly,Comedy,Matt Damon,Stuck on You,7.5,2003
Bobby Farrelly,Comedy,Robert Forster,"""Me",7.5,51000000
Bobby Farrelly,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,Osmosis Jones,7.7,2001
Bobby Farrelly,Comedy|Romance,Jenna Fischer,Hall Pass,7.7,2011
Bobby Roth,Drama|Family|Music,Virginia Madsen,Brave New Girl,5.5,2004
Bobcat Goldthwait,Comedy|Drama,Robin Williams,World's Greatest Dad,6.2,2009
Bonnie Hunt,Comedy|Drama|Romance,Minnie Driver,Return to Me,6.8,2000
Boris Rodriguez,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal,5.1,2012
Brad Anderson,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland,5,1998
Brad Anderson,Horror|Mystery,Paul Guilfoyle,Session 9,5.2,2001
Brad Anderson,Drama|Thriller,Christian Bale,The Machinist,5.8,2004
Brad Anderson,Crime|Thriller,Michael Imperioli,The Call,6.4,2013
Brad Anderson,Crime|Drama|Mystery|Thriller,Thomas Kretschmann,Transsiberian,6.5,2008
Brad Bird,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Vin Diesel,The Iron Giant,7.4,1999
Brad Bird,Action|Adventure|Animation|Family,Holly Hunter,The Incredibles,8,2004
Brad Bird,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol,8.4,2011
Brad Bird,Animation|Comedy|Family|Fantasy,Janeane Garofalo,Ratatouille,8.5,2007
Brad Bird,Action|Adventure|Family|Mystery|Sci-Fi,Judy Greer,Tomorrowland,8.7,2015
Brad Copeland,Comedy,Sunil Narkar,Coffee Town,5.3,2013
Brad Furman,Crime|Thriller,Justin Timberlake,Runner Runner,7,2013
Brad Furman,Crime|Drama|Thriller,Matthew McConaughey,The Lincoln Lawyer,7.3,2011
Brad Furman,Biography|Crime|Drama|Thriller,Joseph Gilgun,The Infiltrator,7.4,2016
Brad J. Silverman,Drama|Music,Shawnee Smith,Grace Unplugged,5.2,2013
Brad Peyton,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Josh Hutcherson,Journey 2: The Mysterious Island,7.8,2012
Brad Peyton,Action|Comedy|Family|Fantasy,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore,7.9,2010
Brad Peyton,Action|Adventure|Drama|Thriller,Dwayne Johnson,San Andreas,8.1,2015
Brad Silberling,Drama|Romance,Jake Gyllenhaal,Moonlight Mile,6.8,2002
Brad Silberling,Comedy|Family|Fantasy,Eric Idle,Casper,7.5,1995
Brad Silberling,Drama|Fantasy|Romance,Nicolas Cage,City of Angels,7.5,1998
Brad Silberling,Adventure|Comedy|Sci-Fi,Will Ferrell,Land of the Lost,8,2009
Bradley Parker,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries,5,2012
Bradley Rust Gray,Drama,Zoe Kazan,The Exploding Girl,2.8,2009
Brandon Camp,Drama|Romance,Judy Greer,Love Happens,6.6,2009
Brandon Cronenberg,Horror|Sci-Fi|Thriller,Sarah Gadon,Antiviral,5.6,2012
Brandon Landers,Drama|Horror|Thriller,Robbie Barnes,The Ridges,2.4,2011
Brandon Trost,Comedy,Clifton Collins Jr.,The FP,3.2,2011
Breck Eisner,Horror|Thriller,Radha Mitchell,The Crazies,6.7,2010
Breck Eisner,Action|Adventure|Fantasy,Vin Diesel,The Last Witch Hunter,7.8,2015
Breck Eisner,Action|Adventure|Comedy|Thriller,Matthew McConaughey,Sahara,8.3,2005
Brenda Chapman,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,The Prince of Egypt,7.6,1998
Brendan Malloy,Comedy|Sport,Lee Majors,Out Cold,6.3,2001
Brenton Spencer,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest,5.1,2012
Brett Leonard,Horror|Sci-Fi,Jeff Fahey,The Lawnmower Man,6.3,1992
Brett Leonard,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Virtuosity,7,1995
Brett Piper,Action|Sci-Fi|Thriller,Michelle Simone Miller,Queen Crab,3.3,2015
Brett Ratner,Action|Comedy|Crime|Thriller,Heather Locklear,Money Talks,6.9,1997
Brett Ratner,Action|Comedy|Crime|Drama,Salma Hayek,After the Sunset,7.5,2004
Brett Ratner,Comedy|Drama|Fantasy|Romance,Nicolas Cage,The Family Man,7.6,2000
Brett Ratner,Action|Adventure,Dwayne Johnson,Hercules,7.7,2014
Brett Ratner,Crime|Drama|Thriller,Philip Seymour Hoffman,Red Dragon,7.8,2002
Brett Ratner,Action|Comedy|Crime,Matthew Broderick,Tower Heist,7.9,2011
Brett Ratner,Action|Adventure,Dwayne Johnson,Hercules,8,2014
Brett Ratner,Action|Comedy|Crime|Thriller,Mei Melanon,Rush Hour 2,8,2001
Brett Ratner,Action|Comedy|Crime|Thriller,Tzi Ma,Rush Hour 3,29,2007
Brett Ratner,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men: The Last Stand,558,2006
Brian A Miller,Action|Thriller,Bruce Willis,The Prince,6.6,2014
Brian Baugh,Drama,Randy Wayne,To Save a Life,4.5,2009
Brian Caunter,Action|Adventure|Crime|Drama,Mike Starr,Chicago Overcoat,5.5,2009
Brian Dannelly,Comedy|Drama,Macaulay Culkin,Saved!,5.8,2004
Brian De Palma,Crime|Thriller|War,Mike Figueroa,Redacted,5.8,2007
Brian De Palma,Mystery|Romance|Thriller,Angie Dickinson,Dressed to Kill,6,1980
Brian De Palma,Mystery|Thriller,Melanie Griffith,Body Double,6.2,1984
Brian De Palma,Crime|Drama|Thriller,Steven Bauer,Raising Cain,6.3,1992
Brian De Palma,Mystery|Thriller,Nancy Allen,Blow Out,6.6,1981
Brian De Palma,Crime|Drama,Al Pacino,Scarface,6.9,1983
Brian De Palma,Crime|Drama|Thriller,Robert De Niro,The Untouchables,6.9,1987
Brian De Palma,Crime|Drama|Mystery|Thriller,Peter Coyote,Femme Fatale,7.1,2002
Brian De Palma,Crime|Drama|Mystery|Thriller,Scarlett Johansson,The Black Dahlia,7.5,2006
Brian De Palma,Crime|Mystery|Thriller,Nicolas Cage,Snake Eyes,7.7,1998
Brian De Palma,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible,7.9,1996
Brian De Palma,Adventure|Sci-Fi|Thriller,Don Cheadle,Mission to Mars,8,2000
Brian Dorton,Horror,Javier Botet,The Horror Network Vol. 1,4.8,2015
Brian Gibson,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It,6.5,1993
Brian Gibson,Drama|Thriller,Joseph Gordon-Levitt,The Juror,7.3,1996
Brian Helgeland,Biography|Crime|Drama|History|Thriller,Tom Hardy,Legend,6.9,2015
Brian Helgeland,Action|Mystery|Thriller,Heath Ledger,The Order,7.1,2003
Brian Helgeland,Action|Adventure|Romance,Heath Ledger,A Knight's Tale,7.3,2001
Brian Helgeland,Biography|Drama|Sport,Harrison Ford,42,7.3,2013
Brian Helgeland,Action|Crime|Drama|Thriller,Bill Duke,Payback,7.4,1999
Brian Henson,Comedy|Drama|Family|Fantasy|Musical,Steven Mackintosh,The Muppet Christmas Carol,6.4,1992
Brian Klugman,Drama|Mystery|Romance|Thriller,J.K. Simmons,The Words,5.9,2012
Brian Koppelman,Comedy|Drama|Romance,Jenna Fischer,Solitary Man,6.4,2009
Brian Koppelman,Crime|Drama|Thriller,Vin Diesel,Knockaround Guys,6.5,2001
Brian Levant,Adventure|Comedy|Family|Romance,Nia Long,Are We There Yet?,6.7,2005
Brian Levant,Action|Comedy|Family,Madeline Carroll,The Spy Next Door,7,2010
Brian Levant,Adventure|Comedy|Family|Sport,James Coburn,Snow Dogs,7.1,2002
Brian Levant,Comedy|Family|Fantasy,Jonathan Winters,The Flintstones,7.4,1994
Brian Levant,Comedy|Family|Romance|Sci-Fi,Taylor Negron,The Flintstones in Viva Rock Vegas,7.5,2000
Brian Levant,Comedy|Family,Jim Belushi,Jingle All the Way,7.6,1996
Brian Percival,Drama|War,Emily Watson,The Book Thief,6.7,2013
Brian Robbins,Comedy|Drama|Romance|Sport,Paul Walker,Varsity Blues,6.6,1999
Brian Robbins,Comedy|Sport,Oliver Platt,Ready to Rumble,6.8,2000
Brian Robbins,Drama|Sport,Keanu Reeves,Hardball,6.8,2001
Brian Robbins,Comedy|Drama,John Gatins,A Thousand Words,7.2,2012
Brian Robbins,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,Meet Dave,7.5,2008
Brian Robbins,Comedy|Family|Fantasy,Robert Downey Jr.,The Shaggy Dog,7.6,2006
Brian Trenchard-Smith,Action|Drama,David Keith,In Her Line of Fire,4.9,2006
Brian Trenchard-Smith,Action|Comedy|Crime,Zoe Ventoura,Drive Hard,6.3,2014
Brian Trenchard-Smith,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,Megiddo: The Omega Code 2,6.8,2001
Brian Yuzna,Horror|Romance|Sci-Fi,Melinda Clarke,Return of the Living Dead III,5.3,1993
Britt Allcroft,Adventure|Comedy|Drama|Family|Fantasy,Mara Wilson,Thomas and the Magic Railroad,6.7,2000
Bronwen Hughes,Comedy|Drama|Family,Gregory Smith,Harriet the Spy,6.4,1996
Bruce Beresford,Comedy|Drama|Family,Morgan Freeman,Driving Miss Daisy,6.1,1989
Bruce Beresford,Drama,Mckenna Grace,Mr. Church,6.1,2016
Bruce Beresford,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer,6.6,2009
Bruce Beresford,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy,7.3,1999
Bruce Campbell,Comedy|Fantasy,Ted Raimi,My Name Is Bruce,5.2,2007
Bruce Dellis,Thriller,Tatyana Ali,Locker 13,4.1,2014
Bruce Hunt,Adventure|Horror|Thriller,Eddie Cibrian,The Cave,7,2005
Bruce Macdonald,Adventure|Biography|Drama|Romance,Rachel Hendrix,The Perfect Wave,5.7,2014
Bruce Malmuth,Action|Crime|Thriller,Sylvester Stallone,Nighthawks,5.9,1981
Bruce McCulloch,Comedy|Crime,Martin Starr,Stealing Harvard,5.3,2002
Bruce McCulloch,Comedy|Romance,Will Ferrell,Superstar,6.4,1999
Bruce McCulloch,Comedy|Crime,Martin Starr,Stealing Harvard,6.9,2002
Bruce McDonald,Fantasy|Horror,Stephen McHattie,Pontypool,5.2,2008
Bruce Paltrow,Comedy|Drama|Music,Lochlyn Munro,Duets,6.6,2000
Bruno Barreto,Comedy|Drama|Romance,Marcello Mastroianni,Gabriela,3.1,1983
Bryan Barber,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild,6.5,2006
Bryan Singer,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects,6,1995
Bryan Singer,Action|Adventure|Sci-Fi,Hugh Jackman,X-Men,7.8,2000
Bryan Singer,Drama|History|Thriller|War,Tom Cruise,Valkyrie,8,2008
Bryan Singer,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men 2,8.2,2003
Bryan Singer,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: Apocalypse,9.1,2016
Bryan Singer,Adventure|Fantasy,Eddie Marsan,Jack the Giant Slayer,98,2013
Bryan Singer,Action|Adventure|Fantasy|Sci-Fi|Thriller,Jennifer Lawrence,X-Men: Days of Future Past,134,2014
Bryan Singer,Action|Adventure|Sci-Fi,Kevin Spacey,Superman Returns,1000,2006
Burr Steers,Comedy|Drama,Kieran Culkin,Igby Goes Down,6.1,2002
Burr Steers,Action|Horror|Romance,Matt Smith,Pride and Prejudice and Zombies,7,2016
Burr Steers,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again,7.3,2009
Burr Steers,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud,7.3,2010
Byron Howard,Adventure|Animation|Comedy|Drama|Family,Chlo Grace Moretz,Bolt,8.5,2008
C. Fraser Press,Comedy|Drama|Music,Elaine Bromka,Theresa Is a Mother,3.7,2012
C. Jay Cox,Comedy|Romance,Tori Spelling,Kiss the Bride,4.5,2007
C. Jay Cox,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days,4.8,2003
Cal Brunker,Adventure|Animation|Comedy|Family|Sci-Fi,Brendan Fraser,Escape from Planet Earth,7.3,2013
Callie Khouri,Comedy|Crime|Thriller,Stephen Root,Mad Money,6.8,2008
Callie Khouri,Drama,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood,7,2002
Cameron Crowe,Comedy|Drama|Romance,Emma Stone,Aloha,6.5,2015
Cameron Crowe,Comedy|Drama|Romance,Emma Stone,Aloha,7.2,2015
Cameron Crowe,Comedy|Drama|Family,Scarlett Johansson,We Bought a Zoo,7.4,2011
Cameron Crowe,Comedy|Drama|Romance,Orlando Bloom,Elizabethtown,7.5,2005
Cameron Crowe,Comedy|Drama|Romance|Sport,Tom Cruise,Jerry Maguire,7.5,1996
Cameron Crowe,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,Almost Famous,7.6,2000
Cameron Crowe,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,Vanilla Sky,7.7,2001
Camille Delamarre,Action|Crime|Thriller,Ed Skrein,The Transporter Refueled,6.8,2015
Camille Delamarre,Action|Crime|Drama|Thriller,Paul Walker,Brick Mansions,7,2014
Carl Franklin,Drama,Meryl Streep,One True Thing,7,1998
Carl Franklin,Crime|Drama|Mystery|Thriller,Morgan Freeman,High Crimes,7.3,2002
Carl Franklin,Crime|Drama|Romance|Thriller,Denzel Washington,Out of Time,7.4,2003
Carl Rinsch,Action|Adventure|Drama|Fantasy,Keanu Reeves,47 Ronin,8.7,2013
Carl Theodor Dreyer,Drama|Fantasy,Hanne Aagesen,Ordet,3.7,1955
Carlos Carrera,Drama|Romance,Damin Alczar,El crimen del padre Amaro,5.3,2002
Carlos Saldanha,Action|Adventure|Animation|Comedy|Family|Fantasy,Denis Leary,Ice Age: The Meltdown,7.8,2006
Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,Rio,7.9,2011
Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs,8,2009
Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2,8.2,2014
Carlos Saura,Drama|Musical,Ma Maestro,Tango,5.8,1998
Carmen Marron,Drama|Musical,Jossara Jinaro,Go for It!,5.4,2011
Carol Reed,Drama|Romance,Gina Lollobrigida,Trapeze,5.7,1956
Carol Reed,Drama|Family|Musical,Oliver Reed,Oliver!,6.3,1968
Caroline Link,Biography|Drama,Merab Ninidze,Nowhere in Africa,6,2001
Carroll Ballard,Adventure|Family|Sport,Teri Garr,The Black Stallion,5.5,1979
Carroll Ballard,Adventure|Drama|Family,Eamonn Walker,Duma,6.3,2005
Carter Smith,Horror,Laura Ramsey,The Ruins,6.9,2008
Cary Bell,Documentary,Abigail Evans,Butterfly Girl,3.6,2014
Caryn Waechter,Drama|Mystery|Thriller,Laura Fraser,The Sisterhood of Night,4.7,2014
Cassandra Nicolaou,Drama|Thriller,Katharine Isabelle,Show Me,4.3,2004
Catherine Gund,Action|Biography|Documentary|Sport,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity,4.4,2014
